,0
2496,240040
2497,925225
2498,926710
2499,926720
2500,926628
2501,926722
2502,926712
2503,926699
2504,926707
2505,926771
2506,926665
2507,389421
2508,389297
2509,389330
2510,926698
2511,926560
2512,389067
2513,389049
2514,389053
2515,389055
2516,389057
2517,389056
2518,389063
2519,926667
2520,926647
2521,389326
2522,389321
2523,389322
2524,389325
2525,926676
2526,926108
2527,440072
2528,926094
2529,926407
2530,925797
2531,925493
2532,389086
2533,389103
2534,925798
2535,303001
2536,170558
2537,170479
2538,90001
2539,560021
2540,926563
2541,926778
2542,926284
2543,926405
2544,926632
2545,926482
2546,926481
2547,926542
2548,926357
2549,926191
2550,926679
2551,926285
2552,926442
2553,926649
2554,926307
2555,926507
2556,926533
2557,170401
2558,330006
2559,926742
2560,389047
2561,925175
2562,925168
2563,389133
2564,383500
2565,389295
2566,925048
2567,925042
2568,389320
2569,389438
2570,389156
2571,925158
2572,389185
2573,926680
2574,389216
2575,926655
2576,389476
2577,389260
2578,926614
2579,389091
2580,364304
2581,364305
2582,150007
2583,40003
2584,925358
2585,389291
2586,590001
2587,590002
2588,590003
2589,926535
2590,926640
2591,389094
2592,926500
2593,926662
2594,926594
2595,925173
2596,925152
2597,926570
2598,926650
2599,926499
2600,926208
2601,389337
2602,389089
2603,389428
2604,389426
2605,926265
2606,389090
2607,389451
2608,389447
2609,389459
2610,389461
2611,389443
2612,926471
2613,389448
2614,389454
2615,389455
2616,926663
2617,389196
2618,389192
2619,389206
2620,389187
2621,389189
2622,389197
2623,926753
2624,926743
2625,926724
2626,926089
2627,389420
2628,389099
2629,389092
2630,389422
2631,389423
2632,389425
2633,389097
2634,389088
2635,926182
2636,389293
2637,926310
2638,389136
2639,926562
2640,926541
2641,926455
2642,389153
2643,926700
2644,926548
2645,389138
2646,389139
2647,389147
2648,389151
2649,389149
2650,926373
2651,926238
2652,926630
2653,389114
2654,389116
2655,383518
2656,926793
2657,926582
2658,926646
2659,926572
2660,926099
2661,996612
2662,925154
2663,926603
2664,926592
2665,383505
2666,383506
2667,926356
2668,926372
2669,926390
2670,389403
2671,389410
2672,389404
2673,926575
2674,926590
2675,926461
2676,926611
2677,926256
2678,926718
2679,389333
2680,926188
2681,389334
2682,389347
2683,389343
2684,389342
2685,389346
2686,926235
2687,926473
2688,926435
2689,389336
2690,389335
2691,926347
2692,926262
2693,926587
2694,926526
2695,389087
2696,926363
2697,926393
2698,926444
2699,389444
2700,389449
2701,926588
2702,389442
2703,926623
2704,389450
2705,926583
2706,926395
2707,926349
2708,926618
2709,926682
2710,389159
2711,925900
2712,389466
2713,389178
2714,926520
2715,389176
2716,389464
2717,926464
2718,389161
2719,389166
2720,926692
2721,389179
2722,389177
2723,389180
2724,389184
2725,389182
2726,389183
2727,389168
2728,389169
2729,389164
2730,389174
2731,926203
2732,925619
2733,925221
2734,926020
2735,926391
2736,926379
2737,925163
2738,926143
2739,926091
2740,389217
2741,389219
2742,389220
2743,389222
2744,389223
2745,926690
2746,389471
2747,389225
2748,389229
2749,389233
2750,389241
2751,926664
2752,389227
2753,926621
2754,389235
2755,925176
2756,925159
2757,389259
2758,926096
2759,926645
2760,389257
2761,926729
2762,389250
2763,389252
2764,926609
2765,925181
2766,926432
2767,389267
2768,926279
2769,926735
2770,926774
2771,926673
2772,389484
2773,926547
2774,926438
2775,926370
2776,926669
2777,926782
2778,458269
2779,926756
2780,926750
2781,467710
2782,926417
2783,240222
2784,240083
2785,240066
2786,240076
2787,240057
2788,240077
2789,240068
2790,240054
2791,240074
2792,240078
2793,240052
2794,240086
2795,240062
2796,240234
2797,240097
2798,240213
2799,240243
2800,240067
2801,240096
2802,240095
2803,240094
2804,240230
2805,240228
2806,240215
2807,240050
2808,240053
2809,240070
2810,240073
2811,370036
2812,715000
2813,120102
2814,327002
2815,170105
2816,113605
2817,113603
2818,791634
2819,791635
2820,370015
2821,370024
2822,370021
2823,370022
2824,370018
2825,370023
2826,370009
2827,370010
2828,370016
2829,370017
2830,370019
2831,370020
2832,370012
2833,370025
2834,370026
2835,370027
2836,370028
2837,370029
2838,370030
2839,370013
2840,370033
2841,370011
2842,370014
2843,370031
2844,370032
2845,370034
2846,170099
2847,170130
2848,170189
2849,170084
2850,110157
2851,926514
2852,925863
2853,926304
2854,925816
2855,926389
2856,170206
2857,170063
2858,170044
2859,170165
2860,170037
2861,170054
2862,170068
2863,170365
2864,170049
2865,170200
2866,170031
2867,170366
2868,170174
2869,170202
2870,170074
2871,170212
2872,170113
2873,170194
2874,170023
2875,170364
2876,110641
2877,925976
2878,926198
2879,370004
2880,193385
2881,925696
2882,925572
2883,113604
2884,925975
2885,925330
2886,370078
2887,400046
2888,380016
2889,370002
2890,193375
2891,253007
2892,253008
2893,153160
2894,370075
2895,370076
2896,370068
2897,370072
2898,370071
2899,370067
2900,203010
2901,253027
2902,253017
2903,253025
2904,253014
2905,370118
2906,370086
2907,370065
2908,370052
2909,370056
2910,370061
2911,370057
2912,370058
2913,370051
2914,370062
2915,170923
2916,370053
2917,170978
2918,170979
2919,170973
2920,170974
2921,370077
2922,370050
2923,170975
2924,370060
2925,370083
2926,170986
2927,370046
2928,370043
2929,370005
2930,370100
2931,370048
2932,170924
2933,170950
2934,370042
2935,152734
2936,370116
2937,370040
2938,370098
2939,370085
2940,370039
2941,370080
2942,370082
2943,370087
2944,370097
2945,370081
2946,200307
2947,193367
2948,193369
2949,925044
2950,193395
2951,193391
2952,193380
2953,253018
2954,253020
2955,253019
2956,253009
2957,253013
2958,253026
2959,170930
2960,201038
2961,170953
2962,370003
2963,253016
2964,170501
2965,194067
2966,253023
2967,253015
2968,253005
2969,23005
2970,253004
2971,170921
2972,170967
2973,170963
2974,170972
2975,170968
2976,170961
2977,170962
2978,170987
2979,170278
2980,130035
2981,130005
2982,170952
2983,540009
2984,540001
2985,170940
2986,380919
2987,110265
2988,110177
2989,170275
2990,240026
2991,170511
2992,170700
2993,170510
2994,170860
2995,330002
2996,330004
2997,253028
2998,253010
2999,253012
3000,253024
3001,253022
3002,253011
3003,253029
3004,253006
3005,170964
3006,170971
3007,170992
3008,380027
3009,170991
3010,170982
3011,170965
3012,170981
3013,510003
3014,510001
3015,170983
3016,380010
3017,390003
3018,320002
3019,110203
3020,320005
3021,420009
3022,170910
3023,340002
3024,170308
3025,740002
3026,380910
3027,194019
3028,194042
3029,253021
3030,420002
3031,201018
3032,200335
3033,200334
3034,200003
3035,193390
3036,200229
3037,201013
3038,423031
3039,193399
3040,200258
3041,490003
3042,200336
3043,200337
3044,513001
3045,150014
3046,250088
3047,240146
3048,110005
3049,200325
3050,250006
3051,193398
3052,511775
3053,512076
3054,540012
3055,443033
3056,240219
3057,420008
3058,380922
3059,512006
3060,250110
3061,330008
3062,201002
3063,200094
3064,240102
3065,240131
3066,240132
3067,410001
3068,410002
3069,333005
3070,170339
3071,330009
3072,400045
3073,201005
3074,400044
3075,200006
3076,550006
3077,130006
3078,170006
3079,171006
3080,172006
3081,130141
3082,410004
3083,390007
3084,410003
3085,170016
3086,560010
3087,130140
3088,130101
3089,194005
3090,194075
3091,194033
3092,194018
3093,194020
3094,194010
3095,194003
3096,194028
3097,194004
3098,190004
3099,194006
3100,194063
3101,194011
3102,194049
3103,194008
3104,194012
3105,194007
3106,194064
3107,194061
3108,194044
3109,194046
3110,194047
3111,194045
3112,194074
3113,194048
3114,194077
3115,194041
3116,194036
3117,194027
3118,194085
3119,194009
3120,194068
3121,194029
3122,194031
3123,170600
3124,170977
3125,170976
3126,170274
3127,170007
3128,110181
3129,201043
3130,240237
3131,170512
3132,170900
3133,110178
3134,370117
3135,380918
3136,810005
3137,130013
3138,200257
3139,280102
3140,110060
3141,171339
3142,110182
3143,200260
3144,170272
3145,340050
3146,380916
3147,240133
3148,560011
3149,110175
3150,380019
3151,280104
3152,110176
3153,540004
3154,110061
3155,420020
3156,200342
3157,200343
3158,110594
3159,170276
3160,170273
3161,170277
3162,172016
3163,171016
3164,340048
3165,240022
3166,170777
3167,926624
3168,926336
3169,70031
3170,70032
3171,70033
3172,70034
3173,70035
3174,70036
3175,70037
3176,70038
3177,70039
3178,70040
3179,70041
3180,70042
3181,70043
3182,70044
3183,70045
3184,70046
3185,70047
3186,70048
3187,70051
3188,70052
3189,70050
3190,70049
3191,70053
3192,70054
3193,70056
3194,70055
3195,70057
3196,193147
3197,926251
3198,150123
3199,799011
3200,926530
3201,926799
3202,110062
3203,170280
3204,170722
3205,170719
3206,170725
3207,170723
3208,170701
3209,170731
3210,170720
3211,170727
3212,170721
3213,170726
3214,170724
3215,170702
3216,170728
3217,170730
3218,170709
3219,170715
3220,170706
3221,170717
3222,170712
3223,170707
3224,170714
3225,170708
3226,170718
3227,170713
3228,170711
3229,170710
3230,170703
3231,170716
3232,170704
3233,170985
3234,926070
3235,925295
3236,926111
3237,925541
3238,170394
3239,925853
3240,925698
3241,370111
3242,370112
3243,370110
3244,370105
3245,370101
3246,370106
3247,370108
3248,370114
3249,370102
3250,370104
3251,370091
3252,370090
3253,370089
3254,170279
3255,925407
3256,926462
3257,926719
3258,370113
3259,200259
3260,110171
3261,110169
3262,110170
3263,370088
3264,110267
3265,148002
3266,782023
3267,782019
3268,791641
3269,791642
3270,791643
3271,167514
3272,160514
3273,110576
3274,498001
3275,450608
3276,110695
3277,158192
3278,158180
3279,154379
3280,154381
3281,154380
3282,158105
3283,925677
3284,240024
3285,925516
3286,153994
3287,153209
3288,158081
3289,123001
3290,160998
3291,744003
3292,644003
3293,844003
3294,772004
3295,772005
3296,154390
3297,335020
3298,335001
3299,335026
3300,335002
3301,335003
3302,335004
3303,335005
3304,335027
3305,355026
3306,335006
3307,335007
3308,335008
3309,335009
3310,335010
3311,335011
3312,335012
3313,335013
3314,335016
3315,335014
3316,335015
3317,335017
3318,335019
3319,335025
3320,335024
3321,335021
3322,335022
3323,335023
3324,335018
3325,154153
3326,153127
3327,153157
3328,925989
3329,290001
3330,290002
3331,200140
3332,926314
3333,453987
3334,926224
3335,926790
3336,926430
3337,925721
3338,926622
3339,926605
3340,453747
3341,926040
3342,925772
3343,926696
3344,457697
3345,925546
3346,785342
3347,788311
3348,781331
3349,685331
3350,885331
3351,785331
3352,789311
3353,170312
3354,170313
3355,170316
3356,689311
3357,889311
3358,171390
3359,171299
3360,171348
3361,170348
3362,240214
3363,881331
3364,681331
3365,681332
3366,881332
3367,171295
3368,170338
3369,170320
3370,380034
3371,410016
3372,785341
3373,682311
3374,882311
3375,782311
3376,788312
3377,171294
3378,171296
3379,170296
3380,170290
3381,171290
3382,171301
3383,170301
3384,170302
3385,171302
3386,170303
3387,170304
3388,171304
3389,171297
3390,170297
3391,170305
3392,171305
3393,171307
3394,171306
3395,170306
3396,170299
3397,170292
3398,170295
3399,170293
3400,171293
3401,171289
3402,170289
3403,170291
3404,171291
3405,170294
3406,170298
3407,171319
3408,171325
3409,171322
3410,171338
3411,171324
3412,171321
3413,171263
3414,170259
3415,171320
3416,171313
3417,171316
3418,380056
3419,380036
3420,380930
3421,380931
3422,380031
3423,380956
3424,380932
3425,380933
3426,380033
3427,380934
3428,380935
3429,380936
3430,380937
3431,380939
3432,380938
3433,380943
3434,380043
3435,380945
3436,380944
3437,380044
3438,380042
3439,380942
3440,380955
3441,380055
3442,380947
3443,380950
3444,380951
3445,380051
3446,380952
3447,380953
3448,380053
3449,380954
3450,380940
3451,380941
3452,380041
3453,380048
3454,380948
3455,380949
3456,380032
3457,512045
3458,240099
3459,240088
3460,240090
3461,240081
3462,240220
3463,240063
3464,171327
3465,781332
3466,785332
3467,785344
3468,781333
3469,681333
3470,881333
3471,170324
3472,170385
3473,170383
3474,171385
3475,170103
3476,171298
3477,171257
3478,171383
3479,170384
3480,171384
3481,170081
3482,170042
3483,171042
3484,170390
3485,170072
3486,171072
3487,171134
3488,170134
3489,170089
3490,171089
3491,171135
3492,170135
3493,170218
3494,171218
3495,171213
3496,170213
3497,171019
3498,171109
3499,171326
3500,171136
3501,170136
3502,170120
3503,171120
3504,171060
3505,170060
3506,170157
3507,171157
3508,171178
3509,170178
3510,170248
3511,171248
3512,171192
3513,171158
3514,170158
3515,170090
3516,171090
3517,171095
3518,170095
3519,170080
3520,171080
3521,171169
3522,170169
3523,170041
3524,171041
3525,171162
3526,170162
3527,170198
3528,171198
3529,171091
3530,170091
3531,170144
3532,171144
3533,171030
3534,170030
3535,170092
3536,171092
3537,171170
3538,170170
3539,171052
3540,171171
3541,170171
3542,170145
3543,171145
3544,171159
3545,170159
3546,170096
3547,171096
3548,171024
3549,170024
3550,170066
3551,171066
3552,171209
3553,170209
3554,170161
3555,171161
3556,171184
3557,170184
3558,170047
3559,171047
3560,171121
3561,171122
3562,171146
3563,170146
3564,170181
3565,171181
3566,170179
3567,170160
3568,171160
3569,171137
3570,170137
3571,170271
3572,171179
3573,171180
3574,170180
3575,170201
3576,171201
3577,171059
3578,170059
3579,170138
3580,171138
3581,171205
3582,170205
3583,171182
3584,171187
3585,170187
3586,170139
3587,171139
3588,170220
3589,170221
3590,170079
3591,171079
3592,171219
3593,170219
3594,170147
3595,171147
3596,171141
3597,170141
3598,171149
3599,171328
3600,171142
3601,170142
3602,170183
3603,171183
3604,171185
3605,170185
3606,170143
3607,171143
3608,171035
3609,170035
3610,170093
3611,171093
3612,171097
3613,170097
3614,170186
3615,171186
3616,171081
3617,171119
3618,171094
3619,170094
3620,171103
3621,171256
3622,170327
3623,170386
3624,171126
3625,170263
3626,171262
3627,171028
3628,170028
3629,171312
3630,171287
3631,170287
3632,171163
3633,171261
3634,170261
3635,170516
3636,171516
3637,170551
3638,171314
3639,170329
3640,171329
3641,170388
3642,171388
3643,171337
3644,170337
3645,171323
3646,171172
3647,170550
3648,171332
3649,171318
3650,170318
3651,171315
3652,170334
3653,171334
3654,171335
3655,170335
3656,170121
3657,171336
3658,170149
3659,170222
3660,170330
3661,171330
3662,170117
3663,170262
3664,170245
3665,171245
3666,171270
3667,171271
3668,170310
3669,170264
3670,390016
3671,170307
3672,200415
3673,200416
3674,200417
3675,200362
3676,200363
3677,200052
3678,410010
3679,410025
3680,410013
3681,410009
3682,410032
3683,410017
3684,410011
3685,410030
3686,410029
3687,410026
3688,410018
3689,410028
3690,410008
3691,410033
3692,410031
3693,410014
3694,410015
3695,150043
3696,410012
3697,150083
3698,150021
3699,150077
3700,150048
3701,150023
3702,150025
3703,150074
3704,150071
3705,150065
3706,150047
3707,150070
3708,150063
3709,150067
3710,320029
3711,320033
3712,320022
3713,320021
3714,320028
3715,320037
3716,320038
3717,320026
3718,320039
3719,320045
3720,170067
3721,170211
3722,170083
3723,170104
3724,170098
3725,170053
3726,170062
3727,170036
3728,170127
3729,170070
3730,170151
3731,170535
3732,170494
3733,150064
3734,130147
3735,130179
3736,130155
3737,130180
3738,130185
3739,130157
3740,130150
3741,130163
3742,130176
3743,130169
3744,130160
3745,130164
3746,130174
3747,130183
3748,130152
3749,130153
3750,130149
3751,130170
3752,130165
3753,130151
3754,130178
3755,130182
3756,130172
3757,130171
3758,130156
3759,130167
3760,130148
3761,789321
3762,784311
3763,684311
3764,884311
3765,926115
3766,170140
3767,170244
3768,183043
3769,420023
3770,420007
3771,183045
3772,183041
3773,183044
3774,183040
3775,410052
3776,410050
3777,410019
3778,410054
3779,410053
3780,410051
3781,320044
3782,170152
3783,380054
3784,380037
3785,380045
3786,380057
3787,380957
3788,183042
3789,150050
3790,410020
3791,889321
3792,689321
3793,490052
3794,150055
3795,150027
3796,150045
3797,150058
3798,745003
3799,645003
3800,845003
3801,862002
3802,662002
3803,762002
3804,153267
3805,440078
3806,925409
3807,925751
3808,193006
3809,926670
3810,120110
3811,926127
3812,926126
3813,926122
3814,926124
3815,926123
3816,926133
3817,393010
3818,380013
3819,240011
3820,153996
3821,110405
3822,203002
3823,110120
3824,113404
3825,110404
3826,111404
3827,111405
3828,925282
3829,440079
3830,200007
3831,440082
3832,151197
3833,151917
3834,153053
3835,167076
3836,160076
3837,151918
3838,240010
3839,440080
3840,120036
3841,160068
3842,167068
3843,380913
3844,155359
3845,153099
3846,167067
3847,160067
3848,120132
3849,160503
3850,925554
3851,926120
3852,925851
3853,200319
3854,440081
3855,153359
3856,110537
3857,987108
3858,180060
3859,180002
3860,151963
3861,925737
3862,410006
3863,110026
3864,200318
3865,250005
3866,160504
3867,151916
3868,153265
3869,110538
3870,440083
3871,193350
3872,926135
3873,926131
3874,926138
3875,926134
3876,926139
3877,926229
3878,150091
3879,240007
3880,380015
3881,380915
3882,153461
3883,153268
3884,926125
3885,926142
3886,925447
3887,925709
3888,390031
3889,240009
3890,240018
3891,160502
3892,926528
3893,926513
3894,925545
3895,926002
3896,925216
3897,926194
3898,926090
3899,925019
3900,926087
3901,167070
3902,160505
3903,160070
3904,160071
3905,153266
3906,926324
3907,926287
3908,273074
3909,193004
3910,193007
3911,193002
3912,560022
3913,200012
3914,200013
3915,200332
3916,200333
3917,173035
3918,114621
3919,389354
3920,200323
3921,871260
3922,671260
3923,771400
3924,771260
3925,167304
3926,160304
3927,167246
3928,160246
3929,120034
3930,771210
3931,671210
3932,871210
3933,871230
3934,671230
3935,771230
3936,771290
3937,771250
3938,671250
3939,871250
3940,871270
3941,671270
3942,771270
3943,771500
3944,167415
3945,160415
3946,167426
3947,160426
3948,771240
3949,671240
3950,871240
3951,884810
3952,684810
3953,686810
3954,886810
3955,883810
3956,683810
3957,682802
3958,882802
3959,885810
3960,685810
3961,688820
3962,888820
3963,891181
3964,691181
3965,671220
3966,771220
3967,871220
3968,153362
3969,153357
3970,153364
3971,153370
3972,153383
3973,153537
3974,153366
3975,153365
3976,153367
3977,153350
3978,200230
3979,193167
3980,153369
3981,153545
3982,153361
3983,153381
3984,393003
3985,153345
3986,240019
3987,153373
3988,153409
3989,153356
3990,153349
3991,153363
3992,153377
3993,153378
3994,153368
3995,153389
3996,153346
3997,153348
3998,153407
3999,153379
4000,153393
4001,153404
4002,153392
4003,153395
4004,153396
4005,153399
4006,153397
4007,153398
4008,153402
4009,153400
4010,153353
4011,153388
4012,153351
4013,153358
4014,153371
4015,153401
4016,153355
4017,153347
4018,153352
4019,153382
4020,153387
4021,153384
4022,153374
4023,153360
4024,153385
4025,153391
4026,153403
4027,153386
4028,153414
4029,153390
4030,153372
4031,153405
4032,153354
4033,153394
4034,153380
4035,153406
4036,153408
4037,153344
4038,440060
4039,167190
4040,160190
4041,530018
4042,751100
4043,440038
4044,440039
4045,720300
4046,420044
4047,340042
4048,925879
4049,667001
4050,867001
4051,779000
4052,844001
4053,644001
4054,440033
4055,153086
4056,153084
4057,120098
4058,153081
4059,153082
4060,153083
4061,153087
4062,153089
4063,153085
4064,153088
4065,763000
4066,440037
4067,170926
4068,370064
4069,370049
4070,370069
4071,370059
4072,671002
4073,871002
4074,871000
4075,671000
4076,771000
4077,210004
4078,772001
4079,672001
4080,872001
4081,872002
4082,672002
4083,772002
4084,193137
4085,193204
4086,153520
4087,210624
4088,772000
4089,672000
4090,872000
4091,872008
4092,672008
4093,772008
4094,254462
4095,120136
4096,393004
4097,194035
4098,160073
4099,743000
4100,843000
4101,643000
4102,643002
4103,843002
4104,743002
4105,153521
4106,510014
4107,667000
4108,867000
4109,767000
4110,160308
4111,170960
4112,170970
4113,170980
4114,170984
4115,370074
4116,170990
4117,370054
4118,160519
4119,749000
4120,160075
4121,775000
4122,110180
4123,120002
4124,120099
4125,745000
4126,845000
4127,645000
4128,645001
4129,845001
4130,153523
4131,862000
4132,762000
4133,662000
4134,160336
4135,167336
4136,673000
4137,773000
4138,673007
4139,673006
4140,153518
4141,773003
4142,773005
4143,773002
4144,673002
4145,873002
4146,873001
4147,673001
4148,773001
4149,773004
4150,740005
4151,640005
4152,110174
4153,751000
4154,110261
4155,774000
4156,114634
4157,393006
4158,393007
4159,120133
4160,273200
4161,160080
4162,120037
4163,646000
4164,846000
4165,746000
4166,340025
4167,167315
4168,160315
4169,340044
4170,370044
4171,370079
4172,395002
4173,423001
4174,393005
4175,200324
4176,752000
4177,652000
4178,852000
4179,110262
4180,193203
4181,194152
4182,194151
4183,193192
4184,510009
4185,153522
4186,340041
4187,420041
4188,865000
4189,665000
4190,765000
4191,925724
4192,120058
4193,748000
4194,744000
4195,844000
4196,644000
4197,110006
4198,120032
4199,370041
4200,849000
4201,649000
4202,370093
4203,60030
4204,340051
4205,420048
4206,663000
4207,863000
4208,864000
4209,664000
4210,764000
4211,510006
4212,330013
4213,110158
4214,640001
4215,840001
4216,170920
4217,370038
4218,925201
4219,295913
4220,926364
4221,200136
4222,200406
4223,200407
4224,257001
4225,750000
4226,740000
4227,840000
4228,640000
4229,760000
4230,660000
4231,240141
4232,130166
4233,257050
4234,257026
4235,257027
4236,257030
4237,257035
4238,257024
4239,257036
4240,130158
4241,130161
4242,130173
4243,130168
4244,130184
4245,130175
4246,130177
4247,130181
4248,130154
4249,130091
4250,130057
4251,130030
4252,130078
4253,130095
4254,130026
4255,130064
4256,130075
4257,130068
4258,925247
4259,257045
4260,257042
4261,257044
4262,257034
4263,257021
4264,257025
4265,257031
4266,257037
4267,257033
4268,257039
4269,257053
4270,257051
4271,257048
4272,257029
4273,257047
4274,257049
4275,257054
4276,257040
4277,257041
4278,257052
4279,257023
4280,257043
4281,257046
4282,257022
4283,257038
4284,257032
4285,257028
4286,193377
4287,193373
4288,193384
4289,193393
4290,193396
4291,240021
4292,193392
4293,193371
4294,193389
4295,193378
4296,193394
4297,193397
4298,193383
4299,193365
4300,152009
4301,170778
4302,240069
4303,511326
4304,512061
4305,511771
4306,240014
4307,240033
4308,926132
4309,926130
4310,926128
4311,110581
4312,193372
4313,114632
4314,114633
4315,114628
4316,114611
4317,114638
4318,153044
4319,511327
4320,153058
4321,200056
4322,200366
4323,200367
4324,200348
4325,200349
4326,200034
4327,200057
4328,200368
4329,200369
4330,240013
4331,511186
4332,512072
4333,511772
4334,511086
4335,510176
4336,926681
4337,320043
4338,273080
4339,273089
4340,273087
4341,273139
4342,273041
4343,273141
4344,273166
4345,273165
4346,273147
4347,390022
4348,113801
4349,193010
4350,193001
4351,193008
4352,193009
4353,193003
4354,852001
4355,752001
4356,201029
4357,201030
4358,200041
4359,373001
4360,170109
4361,380049
4362,153219
4363,153222
4364,153193
4365,153210
4366,155914
4367,155913
4368,155915
4369,925915
4370,925925
4371,925912
4372,925913
4373,925916
4374,925919
4375,925921
4376,925927
4377,925930
4378,925931
4379,925934
4380,925935
4381,925938
4382,925911
4383,925914
4384,925917
4385,925918
4386,925920
4387,925922
4388,925924
4389,925926
4390,925928
4391,925929
4392,925923
4393,925932
4394,925933
4395,925937
4396,925936
4397,153256
4398,153974
4399,154078
4400,153093
4401,156008
4402,153333
4403,954102
4404,926261
4405,925587
4406,910869
4407,910847
4408,910810
4409,240080
4410,240091
4411,240218
4412,240217
4413,240061
4414,240221
4415,240229
4416,240232
4417,240227
4418,240238
4419,240089
4420,240257
4421,240056
4422,240260
4423,240098
4424,240259
4425,240255
4426,240241
4427,240075
4428,240092
4429,240240
4430,240235
4431,240085
4432,240242
4433,240253
4434,240093
4435,240223
4436,240087
4437,240060
4438,240216
4439,240254
4440,240082
4441,135029
4442,138004
4443,135041
4444,135004
4445,135082
4446,130087
4447,130034
4448,130089
4449,135084
4450,135054
4451,135053
4452,135089
4453,135052
4454,135097
4455,135086
4456,135038
4457,135011
4458,135023
4459,135036
4460,135007
4461,135048
4462,135010
4463,135026
4464,135028
4465,135017
4466,135015
4467,135040
4468,135025
4469,135014
4470,135016
4471,135021
4472,135030
4473,135032
4474,135027
4475,135033
4476,135049
4477,135039
4478,135031
4479,135002
4480,135008
4481,135001
4482,135005
4483,135009
4484,135022
4485,135019
4486,135018
4487,135034
4488,135013
4489,135012
4490,135006
4491,135024
4492,135035
4493,135020
4494,135056
4495,135051
4496,135055
4497,135059
4498,135057
4499,135088
4500,135046
4501,135060
4502,135058
4503,135099
4504,135091
4505,135081
4506,135061
4507,130084
4508,135093
4509,135087
4510,135066
4511,135064
4512,135070
4513,135071
4514,135078
4515,135068
4516,135065
4517,135074
4518,135073
4519,135096
4520,135072
4521,135085
4522,135095
4523,135079
4524,135092
4525,135090
4526,135075
4527,135077
4528,135067
4529,135069
4530,135076
4531,135063
4532,135094
4533,135083
4534,135047
4535,135062
4536,135042
4537,110402
4538,926754
4539,926171
4540,238014
4541,925411
4542,926174
4543,926175
4544,926172
4545,925305
4546,118201
4547,115406
4548,926394
4549,415001
4550,135037
4551,135050
4552,155007
4553,155010
4554,925298
4555,926241
4556,926225
4557,926446
4558,459776
4559,925893
4560,925410
4561,925536
4562,925151
4563,325001
4564,395001
4565,925483
4566,926529
4567,275060
4568,926584
4569,218002
4570,710200
4571,179102
4572,926300
4573,925810
4574,926561
4575,926644
4576,926030
4577,925097
4578,926368
4579,925412
4580,926511
4581,330020
4582,626446
4583,926420
4584,925575
4585,114702
4586,327029
4587,158233
4588,125325
4589,125310
4590,125330
4591,125410
4592,125425
4593,125350
4594,125409
4595,125421
4596,125418
4597,125305
4598,125403
4599,125428
4600,125416
4601,125411
4602,125280
4603,125426
4604,125412
4605,125397
4606,125395
4607,125396
4608,125370
4609,125290
4610,125285
4611,125415
4612,125400
4613,125424
4614,125405
4615,125423
4616,125432
4617,125406
4618,125375
4619,125408
4620,125295
4621,125422
4622,125320
4623,125429
4624,125398
4625,125404
4626,926503
4627,926504
4628,125430
4629,125402
4630,125345
4631,125399
4632,125335
4633,125355
4634,125360
4635,125431
4636,125414
4637,125407
4638,125385
4639,125427
4640,125380
4641,125413
4642,125401
4643,125300
4644,125420
4645,125419
4646,125390
4647,125417
4648,125315
4649,170402
4650,153207
4651,158097
4652,153238
4653,153228
4654,153216
4655,153241
4656,153215
4657,153196
4658,153231
4659,153194
4660,153218
4661,153197
4662,153232
4663,153220
4664,153234
4665,153221
4666,153199
4667,153200
4668,153237
4669,153201
4670,153204
4671,153192
4672,158096
4673,153205
4674,158047
4675,153206
4676,153240
4677,153233
4678,153225
4679,153211
4680,153212
4681,153214
4682,153202
4683,153227
4684,783602
4685,925528
4686,110156
4687,926286
4688,167525
4689,153843
4690,172009
4691,171009
4692,170009
4693,167311
4694,160311
4695,160531
4696,167531
4697,683602
4698,883602
4699,783601
4700,785600
4701,685600
4702,885600
4703,883601
4704,683601
4705,681600
4706,781600
4707,881600
4708,153275
4709,167312
4710,160312
4711,153837
4712,153276
4713,153343
4714,153846
4715,153277
4716,167313
4717,160313
4718,153849
4719,158222
4720,167314
4721,160314
4722,153851
4723,153278
4724,153141
4725,153279
4726,153312
4727,153839
4728,153158
4729,925319
4730,153280
4731,153301
4732,120064
4733,160525
4734,925451
4735,821000
4736,768000
4737,721000
4738,621000
4739,167317
4740,160317
4741,926765
4742,153848
4743,153844
4744,153281
4745,153845
4746,153159
4747,167129
4748,160129
4749,167318
4750,160318
4751,167319
4752,160319
4753,925745
4754,158221
4755,153850
4756,153282
4757,254450
4758,762400
4759,662400
4760,862400
4761,153835
4762,254434
4763,160468
4764,167468
4765,925264
4766,153319
4767,111402
4768,200234
4769,153308
4770,926190
4771,154533
4772,153008
4773,158098
4774,158031
4775,153016
4776,158191
4777,158093
4778,153017
4779,153022
4780,193207
4781,320058
4782,320056
4783,320059
4784,523008
4785,254437
4786,250013
4787,250026
4788,250029
4789,250032
4790,250035
4791,250033
4792,250036
4793,250037
4794,250039
4795,240027
4796,945002
4797,423034
4798,240041
4799,240084
4800,240226
4801,240049
4802,240031
4803,240055
4804,240017
4805,153091
4806,413004
4807,413002
4808,413011
4809,413012
4810,413003
4811,413005
4812,413008
4813,413009
4814,413010
4815,193130
4816,153772
4817,781931
4818,925662
4819,160083
4820,167321
4821,160321
4822,167083
4823,193268
4824,193280
4825,193274
4826,193269
4827,153303
