,0
4828,785800
4829,685800
4830,885800
4831,888810
4832,688810
4833,788810
4834,784400
4835,787400
4836,687400
4837,887400
4838,881401
4839,681401
4840,783401
4841,782400
4842,785400
4843,781402
4844,681402
4845,881402
4846,781401
4847,160507
4848,120111
4849,720000
4850,820000
4851,620000
4852,110413
4853,110407
4854,167085
4855,160085
4856,926739
4857,570006
4858,926323
4859,255031
4860,459918
4861,153302
4862,153842
4863,153304
4864,153321
4865,153937
4866,153838
4867,153283
4868,153305
4869,153834
4870,153284
4871,153322
4872,153847
4873,154024
4874,153285
4875,153323
4876,153840
4877,153140
4878,153286
4879,153313
4880,153836
4881,153287
4882,153490
4883,153288
4884,153833
4885,153289
4886,153314
4887,925727
4888,153841
4889,153290
4890,153315
4891,153317
4892,158223
4893,925266
4894,925951
4895,120065
4896,170395
4897,170393
4898,925576
4899,925675
4900,925508
4901,925628
4902,925518
4903,514823
4904,910915
4905,365004
4906,365001
4907,365002
4908,360001
4909,365003
4910,254426
4911,254440
4912,193348
4913,443052
4914,153173
4915,443022
4916,255006
4917,255032
4918,255021
4919,255004
4920,255009
4921,255030
4922,255029
4923,255028
4924,257010
4925,257011
4926,257009
4927,257012
4928,257008
4929,257014
4930,440046
4931,440051
4932,200242
4933,443049
4934,153161
4935,980856
4936,791613
4937,791612
4938,791622
4939,791621
4940,791615
4941,791614
4942,791624
4943,791616
4944,515469
4945,514799
4946,515594
4947,514190
4948,513905
4949,515593
4950,513217
4951,513015
4952,513191
4953,515088
4954,513941
4955,515591
4956,514790
4957,513446
4958,515534
4959,514830
4960,514846
4961,514870
4962,514802
4963,514831
4964,513179
4965,513702
4966,513706
4967,515460
4968,513689
4969,513832
4970,513424
4971,515372
4972,513427
4973,515240
4974,515547
4975,513205
4976,514838
4977,514888
4978,514808
4979,513216
4980,515266
4981,513700
4982,514810
4983,514813
4984,515470
4985,514855
4986,513911
4987,513423
4988,514095
4989,515156
4990,513912
4991,514836
4992,514197
4993,514844
4994,514084
4995,514099
4996,513694
4997,513421
4998,513080
4999,514350
5000,514352
5001,514829
5002,514669
5003,513120
5004,514770
5005,513190
5006,513599
5007,513525
5008,513280
5009,515082
5010,513921
5011,514199
5012,513699
5013,513907
5014,513209
5015,514845
5016,513188
5017,513670
5018,514792
5019,514832
5020,513297
5021,515087
5022,514682
5023,513170
5024,513815
5025,514206
5026,513405
5027,514842
5028,513917
5029,514286
5030,514674
5031,513510
5032,513193
5033,514679
5034,513830
5035,514827
5036,514425
5037,513686
5038,513135
5039,513580
5040,514436
5041,513695
5042,514843
5043,513776
5044,513760
5045,515111
5046,513909
5047,514397
5048,514851
5049,513630
5050,513918
5051,514195
5052,515086
5053,514401
5054,514853
5055,513685
5056,513890
5057,515035
5058,514417
5059,514180
5060,514441
5061,513480
5062,515060
5063,515074
5064,514640
5065,513913
5066,514442
5067,514656
5068,514446
5069,514449
5070,514443
5071,514424
5072,514423
5073,514270
5074,514341
5075,514328
5076,513831
5077,514413
5078,514393
5079,514857
5080,513030
5081,514828
5082,514840
5083,513923
5084,514852
5085,513350
5086,514673
5087,515093
5088,514339
5089,514367
5090,514080
5091,514364
5092,514135
5093,514325
5094,514359
5095,910901
5096,926450
5097,925237
5098,925267
5099,925256
5100,925586
5101,925420
5102,926038
5103,244001
5104,194038
5105,194076
5106,194017
5107,194086
5108,194084
5109,194015
5110,194034
5111,194078
5112,194062
5113,194073
5114,194021
5115,194002
5116,255035
5117,925585
5118,926747
5119,926672
5120,925421
5121,925418
5122,925419
5123,925423
5124,925422
5125,925910
5126,925808
5127,925415
5128,925263
5129,925240
5130,925452
5131,926480
5132,925278
5133,925604
5134,925384
5135,926441
5136,926555
5137,925600
5138,925584
5139,925321
5140,925626
5141,925389
5142,925246
5143,925426
5144,925324
5145,925257
5146,925293
5147,925230
5148,925294
5149,925428
5150,925259
5151,925579
5152,925265
5153,264005
5154,264014
5155,925268
5156,925624
5157,925229
5158,925429
5159,926414
5160,925251
5161,925432
5162,154421
5163,925355
5164,925244
5165,154004
5166,925755
5167,925720
5168,925304
5169,925456
5170,925605
5171,925845
5172,925623
5173,925491
5174,92374
5175,925374
5176,925770
5177,925627
5178,925971
5179,926328
5180,925248
5181,925314
5182,925238
5183,925765
5184,925242
5185,925231
5186,925228
5187,925580
5188,168001
5189,925708
5190,925844
5191,925449
5192,925687
5193,925288
5194,925250
5195,240048
5196,926439
5197,925015
5198,925413
5199,925379
5200,179001
5201,344042
5202,925414
5203,925800
5204,344001
5205,925166
5206,925281
5207,925224
5208,204503
5209,925322
5210,925519
5211,925277
5212,926780
5213,926755
5214,925489
5215,926157
5216,925871
5217,925599
5218,925292
5219,926054
5220,925812
5221,925773
5222,926453
5223,925289
5224,926354
5225,925848
5226,925416
5227,925417
5228,925864
5229,925904
5230,926319
5231,925475
5232,926041
5233,926657
5234,925424
5235,925425
5236,926035
5237,926145
5238,925609
5239,926244
5240,925427
5241,925629
5242,456457
5243,925241
5244,926440
5245,925943
5246,926204
5247,926458
5248,926596
5249,926634
5250,926088
5251,925807
5252,926633
5253,925430
5254,925390
5255,925885
5256,925759
5257,925275
5258,925222
5259,925239
5260,925226
5261,158071
5262,925842
5263,925660
5264,925323
5265,453719
5266,925779
5267,926593
5268,453768
5269,926075
5270,456341
5271,453702
5272,925431
5273,925764
5274,926179
5275,926639
5276,926334
5277,926757
5278,926163
5279,926604
5280,925562
5281,114630
5282,926656
5283,925320
5284,925260
5285,925318
5286,926401
5287,344002
5288,925903
5289,925637
5290,926437
5291,925618
5292,925280
5293,925761
5294,926591
5295,925016
5296,925836
5297,194253
5298,403201
5299,255002
5300,255005
5301,255013
5302,255014
5303,255015
5304,255017
5305,255018
5306,255016
5307,255020
5308,255024
5309,255026
5310,255025
5311,255001
5312,255003
5313,255008
5314,255010
5315,255012
5316,255019
5317,255022
5318,255023
5319,255027
5320,194013
5321,194087
5322,194016
5323,194088
5324,194024
5325,194026
5326,194025
5327,194040
5328,164204
5329,408001
5330,254452
5331,254420
5332,925486
5333,926338
5334,923638
5335,926510
5336,925245
5337,926797
5338,925435
5339,926516
5340,926638
5341,450949
5342,925582
5343,925448
5344,926180
5345,451105
5346,925347
5347,925333
5348,926360
5349,154502
5350,154069
5351,154054
5352,154040
5353,925433
5354,154039
5355,154041
5356,154045
5357,154046
5358,154049
5359,154043
5360,154503
5361,154359
5362,925434
5363,154048
5364,154419
5365,154044
5366,154215
5367,925284
5368,925907
5369,925254
5370,264002
5371,264007
5372,264008
5373,264010
5374,264011
5375,264009
5376,264003
5377,264004
5378,264013
5379,264012
5380,925233
5381,925272
5382,925227
5383,264001
5384,113215
5385,440114
5386,533011
5387,533012
5388,533010
5389,277001
5390,20055
5391,926177
5392,926173
5393,533008
5394,530006
5395,537004
5396,837004
5397,533009
5398,530007
5399,179103
5400,413013
5401,926411
5402,287001
5403,170356
5404,926076
5405,110247
5406,110245
5407,925782
5408,254460
5409,925979
5410,925705
5411,413047
5412,167086
5413,111415
5414,111410
5415,926281
5416,926292
5417,20054
5418,926775
5419,926289
5420,151714
5421,540008
5422,187002
5423,130201
5424,926763
5425,926539
5426,926078
5427,925193
5428,926745
5429,926779
5430,926791
5431,926168
5432,926688
5433,926761
5434,307001
5435,240901
5436,200246
5437,110246
5438,925847
5439,420004
5440,152173
5441,201924
5442,440094
5443,287002
5444,560015
5445,817002
5446,207001
5447,307002
5448,443024
5449,440004
5450,200320
5451,200322
5452,110244
5453,817001
5454,447002
5455,770101
5456,670101
5457,670201
5458,770201
5459,410007
5460,410044
5461,10090
5462,340004
5463,170474
5464,925837
5465,925481
5466,130202
5467,254461
5468,926104
5469,926103
5470,910811
5471,110179
5472,533003
5473,370035
5474,925539
5475,925817
5476,153562
5477,170810
5478,193141
5479,120001
5480,611000
5481,811000
5482,711000
5483,814000
5484,614000
5485,167087
5486,711001
5487,153519
5488,153169
5489,110165
5490,580003
5491,550001
5492,420016
5493,410035
5494,130138
5495,150001
5496,560001
5497,200001
5498,440011
5499,250001
5500,714000
5501,160508
5502,160086
5503,330001
5504,380012
5505,380912
5506,130001
5507,320001
5508,400040
5509,570001
5510,153813
5511,153105
5512,153647
5513,170850
5514,926527
5515,170283
5516,154382
5517,154395
5518,158178
5519,926146
5520,926137
5521,175020
5522,926156
5523,925140
5524,172106
5525,171106
5526,171045
5527,172045
5528,925130
5529,925131
5530,925132
5531,925133
5532,925134
5533,925135
5534,925137
5535,323097
5536,926223
5537,926232
5538,926317
5539,926290
5540,26289
5541,926237
5542,175015
5543,323098
5544,443003
5545,926421
5546,250017
5547,250015
5548,250030
5549,250027
5550,250038
5551,512060
5552,512082
5553,510421
5554,510080
5555,511350
5556,511352
5557,511829
5558,511669
5559,511367
5560,510120
5561,511770
5562,510190
5563,510599
5564,510525
5565,511359
5566,510280
5567,510921
5568,511199
5569,510699
5570,510907
5571,510209
5572,511845
5573,510188
5574,511080
5575,510670
5576,512077
5577,193400
5578,511792
5579,513005
5580,510005
5581,511832
5582,511325
5583,511135
5584,510297
5585,512087
5586,511773
5587,511682
5588,510170
5589,510815
5590,511206
5591,510405
5592,511842
5593,511364
5594,193356
5595,193033
5596,193035
5597,510917
5598,511286
5599,511674
5600,510510
5601,510193
5602,510830
5603,511679
5604,511827
5605,511425
5606,510686
5607,510135
5608,510580
5609,510555
5610,511436
5611,510695
5612,511843
5613,510776
5614,510760
5615,512111
5616,510909
5617,511397
5618,511851
5619,510630
5620,510918
5621,510910
5622,511195
5623,512086
5624,511401
5625,511853
5626,510685
5627,510890
5628,512035
5629,511417
5630,511180
5631,511441
5632,510480
5633,512074
5634,512071
5635,511443
5636,511424
5637,511640
5638,510913
5639,510147
5640,511442
5641,511656
5642,511446
5643,511449
5644,511423
5645,511270
5646,511341
5647,511328
5648,511330
5649,511339
5650,510502
5651,510831
5652,511413
5653,511393
5654,510500
5655,511857
5656,510030
5657,511828
5658,511840
5659,510923
5660,511852
5661,511673
5662,510350
5663,512093
5664,523033
5665,170048
5666,172100
5667,171100
5668,171064
5669,172064
5670,171346
5671,172346
5672,172347
5673,171347
5674,172166
5675,171166
5676,171069
5677,172069
5678,172050
5679,171050
5680,171344
5681,172344
5682,172345
5683,171345
5684,172038
5685,171038
5686,171032
5687,172032
5688,170014
5689,172195
5690,171195
5691,171190
5692,172190
5693,172055
5694,171055
5695,171131
5696,172131
5697,172085
5698,171085
5699,171075
5700,172075
5701,172207
5702,171207
5703,171025
5704,172025
5705,172214
5706,171214
5707,171153
5708,172153
5709,172175
5710,171175
5711,171114
5712,172114
5713,170021
5714,170029
5715,170112
5716,170128
5717,170173
5718,510845
5719,511342
5720,511343
5721,511344
5722,511329
5723,511340
5724,511451
5725,510180
5726,510678
5727,510181
5728,510677
5729,510178
5730,523019
5731,523009
5732,253032
5733,125275
5734,125207
5735,125340
5736,125365
5737,910004
5738,949001
5739,945001
5740,947001
5741,973001
5742,971001
5743,951001
5744,925215
5745,935001
5746,936001
5747,962001
5748,954001
5749,948001
5750,931001
5751,932001
5752,933001
5753,943001
5754,952001
5755,941001
5756,925187
5757,972001
5758,934001
5759,961001
5760,942001
5761,944001
5762,963001
5763,120152
5764,153179
5765,158185
5766,153644
5767,257013
5768,120646
5769,120196
5770,120627
5771,120624
5772,120634
5773,120628
5774,120637
5775,120638
5776,120629
5777,120644
5778,120639
5779,120640
5780,120636
5781,120630
5782,120631
5783,120626
5784,120641
5785,120632
5786,120642
5787,120016
5788,120633
5789,120625
5790,120645
5791,120635
5792,120623
5793,120195
5794,784200
5795,783200
5796,782200
5797,785200
5798,687200
5799,887200
5800,786200
5801,788200
5802,781200
5803,681200
5804,881200
5805,851200
5806,651200
5807,751200
5808,120643
5809,167295
5810,925504
5811,925497
5812,240239
5813,925500
5814,926001
5815,926325
5816,450101
5817,110408
5818,925031
5819,925030
5820,925103
5821,155180
5822,154716
5823,153924
5824,153055
5825,925024
5826,250040
5827,925025
5828,120040
5829,167322
5830,160322
5831,865701
5832,765701
5833,665701
5834,153261
5835,366001
5836,120077
5837,160545
5838,167359
5839,160359
5840,160445
5841,167168
5842,167439
5843,160439
5844,250105
5845,250044
5846,250048
5847,925625
5848,153054
5849,153094
5850,155904
5851,155021
5852,155022
5853,111408
5854,112408
5855,120089
5856,120154
5857,120019
5858,153808
5859,150221
5860,150233
5861,155011
5862,153318
5863,155905
5864,167545
5865,167365
5866,160365
5867,167373
5868,160373
5869,167445
5870,167139
5871,160139
5872,160168
5873,167345
5874,160345
5875,167351
5876,160351
5877,167416
5878,160416
5879,167423
5880,160423
5881,167427
5882,160427
5883,167019
5884,160019
5885,250058
5886,250020
5887,250062
5888,250061
5889,925778
5890,925029
5891,925023
5892,925723
5893,154145
5894,155901
5895,158220
5896,250104
5897,366002
5898,160166
5899,167166
5900,250042
5901,167143
5902,167223
5903,160223
5904,167050
5905,160050
5906,250103
5907,250043
5908,160121
5909,167121
5910,167039
5911,160039
5912,250041
5913,250106
5914,160323
5915,167323
5916,925970
5917,925028
5918,925026
5919,926399
5920,250084
5921,925551
5922,250046
5923,250077
5924,926658
5925,167088
5926,160088
5927,160143
5928,160020
5929,167020
5930,160399
5931,167399
5932,167199
5933,160199
5934,160495
5935,167495
5936,167239
5937,160239
5938,926086
5939,926093
5940,884700
5941,684700
5942,784700
5943,787700
5944,687700
5945,887700
5946,886700
5947,686700
5948,786700
5949,783701
5950,683701
5951,883701
5952,883702
5953,683702
5954,783702
5955,665720
5956,865720
5957,765720
5958,765702
5959,682700
5960,782700
5961,882700
5962,366003
5963,925450
5964,250054
5965,250053
5966,926008
5967,926105
5968,926159
5969,926074
5970,926787
5971,926767
5972,926085
5973,925022
5974,925027
5975,155012
5976,155912
5977,155908
5978,154035
5979,155124
5980,155910
5981,155126
5982,153189
5983,153057
5984,150248
5985,150231
5986,150218
5987,158196
5988,155014
5989,153104
5990,150220
5991,153538
5992,153047
5993,154177
5994,150237
5995,153152
5996,153610
5997,152477
5998,154357
5999,155009
6000,154106
6001,155903
6002,155125
6003,155900
6004,155017
6005,155008
6006,155911
6007,155018
6008,150224
6009,155016
6010,158172
6011,158705
6012,155019
6013,154070
6014,155023
6015,155013
6016,153108
6017,150229
6018,155907
6019,150244
6020,150232
6021,154072
6022,925032
6023,925033
6024,120086
6025,120012
6026,193132
6027,193127
6028,193131
6029,193128
6030,193188
6031,193108
6032,193183
6033,193105
6034,193101
6035,193100
6036,193102
6037,193103
6038,193104
6039,193107
6040,193111
6041,193114
6042,193116
6043,193117
6044,193118
6045,193119
6046,193120
6047,193122
6048,193125
6049,193126
6050,193129
6051,193123
6052,193109
6053,193042
6054,193112
6055,193124
6056,114636
6057,114635
6058,114601
6059,364202
6060,343011
6061,343013
6062,443118
6063,443117
6064,443114
6065,443116
6066,443115
6067,443102
6068,443427
6069,443603
6070,443627
6071,443113
6072,443112
6073,447157
6074,443201
6075,443202
6076,443203
6077,443204
6078,443205
6079,443206
6080,443207
6081,443208
6082,443209
6083,443210
6084,443211
6085,443212
6086,443213
6087,443214
6088,443215
6089,443216
6090,443217
6091,443218
6092,443219
6093,443220
6094,443221
6095,443222
6096,443223
6097,443224
6098,443225
6099,443226
6100,443227
6101,443228
6102,443229
6103,443230
6104,443314
6105,443301
6106,443302
6107,443303
6108,443304
6109,443305
6110,443306
6111,443307
6112,443308
6113,443309
6114,443310
6115,443311
6116,443312
6117,443315
6118,443316
6119,443317
6120,443125
6121,443403
6122,443401
6123,443404
6124,443405
6125,443406
6126,443407
6127,443408
6128,443409
6129,443410
6130,443411
6131,443412
6132,443413
6133,443414
6134,443415
6135,443417
6136,443418
6137,443419
6138,443420
6139,443421
6140,443422
6141,443423
6142,443424
6143,443426
6144,443428
6145,443429
6146,443430
6147,443431
6148,443432
6149,443501
6150,443508
6151,443502
6152,443503
6153,443504
6154,443505
6155,443506
6156,443507
6157,443509
6158,443510
6159,443511
6160,443512
6161,443513
6162,443514
6163,443515
6164,443516
6165,443517
6166,443518
6167,443519
6168,443520
6169,443521
6170,443522
6171,443523
6172,443524
6173,443525
6174,443526
6175,443527
6176,443528
6177,443529
6178,443530
6179,443531
6180,443532
6181,443533
6182,443534
6183,443535
6184,443536
6185,443537
6186,443538
6187,443539
6188,443540
6189,443541
6190,443542
6191,443543
6192,443544
6193,443545
6194,443546
6195,443547
6196,443548
6197,443549
6198,443553
6199,443550
6200,443551
6201,443552
6202,443554
6203,443555
6204,443556
6205,443557
6206,443558
6207,443559
6208,443560
6209,443561
6210,443562
6211,443563
6212,443564
6213,443601
6214,443402
6215,443602
6216,443604
6217,443605
6218,443606
6219,443607
6220,443608
6221,443609
6222,443610
6223,443611
6224,443612
6225,443613
6226,443614
6227,443615
6228,443616
6229,443617
6230,443618
6231,443619
6232,443620
6233,443621
6234,443622
6235,443623
6236,443624
6237,443625
6238,443626
6239,443628
6240,443629
6241,443630
6242,443631
6243,443632
6244,443633
6245,443634
6246,443635
6247,443636
6248,443637
6249,443638
6250,443639
6251,443640
6252,443641
6253,443642
6254,443643
6255,443644
6256,443645
6257,443646
6258,443647
6259,443648
6260,443651
6261,443652
6262,443649
6263,443650
6264,443653
6265,443654
6266,443655
6267,443656
6268,443657
6269,443658
6270,443659
6271,443660
6272,443661
6273,443662
6274,443710
6275,443817
6276,443818
6277,443819
6278,443820
6279,443821
6280,443822
6281,443823
6282,443824
6283,443825
6284,443826
6285,443827
6286,443828
6287,443829
6288,443801
6289,443802
6290,443803
6291,443804
6292,443805
6293,443806
6294,443807
6295,443808
6296,443809
6297,443810
6298,443811
6299,443812
6300,443813
6301,443814
6302,443815
6303,443816
6304,443901
6305,443902
6306,443903
6307,443904
6308,443905
6309,443906
6310,443907
6311,443908
6312,443909
6313,443910
6314,443911
6315,443912
6316,443914
6317,443915
6318,443916
6319,443917
6320,443918
6321,443919
6322,443920
6323,443921
6324,443922
6325,443923
6326,443924
6327,443925
6328,443926
6329,443928
6330,443929
6331,443930
6332,443932
6333,443933
6334,443936
6335,443934
6336,443935
6337,443937
6338,443913
6339,443931
6340,443938
6341,443939
6342,443940
6343,443941
6344,443927
6345,443955
6346,443942
6347,443943
6348,443944
6349,443945
6350,443946
6351,443947
6352,443948
6353,443949
6354,443950
6355,443951
6356,443952
6357,443953
6358,443954
6359,443701
6360,443702
6361,443705
6362,443704
6363,443703
6364,443313
6365,443119
6366,443111
6367,443124
6368,443123
6369,443122
6370,443121
6371,443120
6372,443104
6373,443101
6374,443103
6375,443425
6376,443105
6377,751301
6378,155848
6379,155891
6380,151889
6381,154818
6382,154618
6383,155884
6384,155821
6385,154581
6386,155885
6387,155341
6388,154629
6389,154631
6390,155152
6391,154773
6392,155592
6393,158585
6394,158631
6395,158968
6396,158967
6397,158965
6398,158966
6399,158643
6400,154681
6401,154679
6402,158440
6403,158387
6404,155941
6405,155895
6406,155894
6407,155890
6408,155854
6409,158750
6410,158749
6411,158419
6412,158886
6413,158885
6414,158272
6415,158425
6416,158883
6417,158428
6418,158424
6419,158420
6420,158422
6421,158892
6422,158426
6423,158423
6424,158417
6425,158429
6426,158427
6427,158416
6428,158421
6429,158151
6430,158418
6431,158884
6432,155851
6433,152496
6434,152495
6435,154849
6436,154853
6437,155199
6438,152711
6439,155830
6440,158748
6441,151964
6442,151895
6443,154809
6444,155622
6445,155623
6446,155263
6447,120017
6448,240029
6449,550017
6450,120022
6451,240051
6452,120056
6453,240039
6454,168003
6455,925608
6456,153262
6457,373062
6458,373086
6459,373014
6460,373073
6461,373031
6462,373078
6463,373060
6464,373077
6465,373076
6466,373083
6467,373082
6468,373015
6469,373030
6470,373040
6471,373080
6472,133080
6473,373025
6474,373072
6475,135194
6476,373012
6477,373035
6478,373068
6479,373045
6480,373085
6481,373013
6482,153236
6483,168009
6484,168008
6485,168005
6486,168006
6487,168007
6488,168004
6489,168002
6490,165001
6491,113206
6492,128002
6493,125001
6494,510413
6495,183025
6496,155892
6497,171110
6498,171123
6499,170110
6500,170082
6501,171082
6502,170126
6503,171247
6504,170247
6505,170111
6506,171111
6507,171269
6508,170269
6509,171259
6510,171258
6511,170258
6512,170224
6513,170223
6514,171223
6515,170243
6516,170242
6517,171242
6518,170342
6519,170284
6520,170061
6521,170246
6522,171246
6523,171343
6524,170227
6525,170343
6526,171386
6527,170225
6528,170260
6529,171243
6530,330012
6531,171225
6532,170270
6533,510004
6534,510767
6535,511278
6536,511438
6537,510300
6538,510298
6539,510295
6540,510305
6541,510301
6542,510304
6543,926738
6544,926717
6545,156104
6546,156102
6547,156103
6548,158635
6549,155228
6550,158474
6551,158469
6552,158472
6553,158470
6554,158471
6555,15873
6556,158503
6557,158504
6558,158505
6559,158468
6560,158466
6561,158478
6562,158463
6563,158477
6564,158464
6565,158465
6566,158347
6567,158348
6568,158394
6569,158508
6570,158507
6571,158506
6572,158509
6573,158512
6574,158481
6575,158511
6576,155216
6577,155217
6578,158484
6579,158486
6580,158482
6581,158488
6582,158502
6583,158483
6584,158485
6585,158487
6586,158513
6587,158500
6588,158499
6589,158467
6590,926365
6591,240121
6592,925157
6593,925659
6594,926217
6595,925340
6596,403101
6597,158741
6598,152290
6599,155214
6600,158744
6601,158747
6602,158746
6603,158743
6604,158745
6605,158710
6606,158712
6607,158711
6608,158713
6609,155678
6610,155230
6611,155221
6612,155645
6613,155591
6614,154676
6615,153020
6616,158961
6617,240114
6618,925656
6619,193034
6620,925718
6621,443054
6622,443032
6623,925050
6624,925556
6625,925940
6626,925785
6627,925717
6628,153981
6629,925744
6630,925711
6631,853000
6632,653000
6633,753000
6634,925897
6635,925793
6636,925381
6637,925994
6638,925752
6639,925571
6640,925719
6641,925728
6642,158445
6643,158441
6644,158415
6645,158392
6646,158452
6647,158439
6648,158437
6649,158412
6650,158454
6651,158414
6652,158377
6653,158446
6654,158444
6655,158378
6656,158438
6657,158381
6658,158380
6659,154840
6660,152141
6661,158640
6662,158395
6663,158396
6664,158399
6665,154701
6666,158413
6667,158641
6668,158642
6669,154671
6670,158326
6671,154582
6672,158525
6673,158559
6674,158521
6675,158526
6676,158528
6677,158558
6678,158382
6679,158273
6680,158277
6681,158435
6682,158740
6683,158459
6684,154706
6685,158460
6686,158461
6687,158458
6688,158462
6689,158379
6690,158262
6691,158403
6692,158447
6693,158280
6694,158281
6695,158473
6696,158279
6697,158383
6698,152147
6699,152143
6700,152140
6701,158332
6702,158364
6703,158329
6704,158349
6705,158357
6706,158331
6707,158353
6708,158358
6709,158356
6710,158443
6711,158442
6712,158433
6713,158449
6714,158450
6715,158451
6716,158453
6717,158344
6718,158346
6719,158393
6720,158359
6721,158360
6722,158361
6723,158362
6724,158363
6725,158354
6726,158355
6727,158800
6728,158448
6729,158430
6730,158330
6731,152254
6732,152253
6733,152663
6734,158562
6735,158560
6736,158129
6737,158125
6738,158133
6739,158144
6740,158431
6741,158128
6742,158124
6743,158566
6744,158131
6745,158146
6746,158132
6747,158145
6748,158138
6749,158147
6750,158143
6751,158432
6752,158434
6753,158153
6754,158136
6755,158148
6756,158154
6757,158134
6758,158156
6759,158150
6760,158142
6761,158121
6762,158135
6763,158141
6764,158157
6765,158155
6766,154838
6767,158123
6768,158137
6769,158099
6770,158385
6771,158386
6772,158384
6773,158139
6774,158122
6775,158162
6776,154628
6777,158152
6778,158510
6779,158561
6780,158408
6781,158407
6782,158404
6783,158410
6784,158411
6785,158406
6786,158409
6787,158405
6788,158611
6789,158610
6790,158334
6791,158333
6792,158335
6793,158343
6794,158341
6795,158376
6796,158345
6797,158342
6798,158351
6799,158714
6800,158579
6801,158584
6802,158322
6803,158958
6804,158323
6805,158318
6806,158324
6807,158321
6808,158313
6809,158320
6810,158316
6811,158314
6812,158319
6813,158315
6814,158317
6815,158953
6816,158295
6817,158292
6818,158297
6819,158284
6820,158285
6821,158283
6822,158456
6823,158288
6824,158293
6825,158294
6826,154857
6827,158286
6828,158282
6829,158291
6830,158296
6831,158290
6832,158276
6833,158457
6834,158287
6835,158289
6836,154672
6837,154673
6838,158400
6839,158397
6840,158398
6841,158402
6842,154704
6843,158371
6844,158370
6845,158366
6846,158367
6847,158373
6848,158375
6849,158365
6850,158369
6851,158368
6852,158374
6853,158372
6854,158263
6855,158264
6856,158265
6857,158328
6858,158325
6859,158674
6860,158676
6861,158675
6862,158327
6863,158261
6864,158570
6865,158568
6866,154810
6867,154811
6868,158337
6869,158556
6870,158336
6871,158489
6872,158557
6873,158567
6874,158010
6875,155207
6876,158149
6877,152883
6878,158269
6879,158267
6880,158266
6881,158268
6882,158302
6883,158300
6884,158299
6885,158298
6886,158494
6887,158497
6888,158496
6889,158493
6890,158492
6891,158495
6892,158498
6893,158476
6894,158275
6895,158514
6896,158475
6897,158306
6898,158308
6899,158307
6900,151911
6901,158350
6902,158278
6903,158520
6904,158270
6905,154762
6906,154763
6907,158126
6908,158340
6909,158338
6910,158339
6911,151879
6912,151878
6913,159003
6914,159002
6915,159001
6916,158311
6917,158309
6918,158310
6919,158312
6920,158590
6921,152142
6922,158501
6923,152144
6924,158094
6925,158127
6926,158581
6927,158582
6928,158583
6929,158578
6930,158952
6931,154705
6932,158628
6933,158274
6934,373066
6935,183023
6936,113602
6937,925243
6938,158305
6939,158304
6940,158303
6941,926694
6942,925886
6943,158589
6944,158588
6945,240106
6946,240108
6947,240105
6948,925703
6949,254443
6950,254421
6951,925436
6952,423002
6953,183035
6954,254473
6955,925520
6956,925577
6957,120141
6958,925488
6959,153325
6960,153311
6961,926028
6962,153829
6963,153154
6964,167324
6965,160324
6966,158229
6967,120055
6968,153309
6969,254501
6970,153291
6971,153142
6972,153832
6973,153292
6974,453821
6975,120067
6976,926789
6977,925775
6978,925783
6979,925593
6980,925699
6981,925964
6982,153151
6983,153135
6984,925313
6985,120142
6986,751300
6987,153320
6988,153827
6989,153342
6990,153123
6991,153297
6992,120143
6993,153293
6994,153830
6995,153124
6996,153298
6997,926501
6998,925403
6999,153147
7000,925855
7001,151095
7002,153334
7003,153831
7004,153326
7005,120153
7006,153494
7007,153826
7008,153121
7009,153299
7010,925357
7011,926051
7012,925946
7013,926252
7014,926491
7015,926236
7016,926260
7017,153148
7018,925806
7019,153510
7020,925732
7021,925578
7022,925815
7023,926264
7024,926098
7025,926734
7026,160325
7027,720301
7028,820301
7029,620301
7030,254492
7031,153310
7032,440006
7033,443020
7034,847000
7035,747000
7036,647000
7037,925549
7038,926308
7039,160326
7040,151094
7041,120134
7042,153972
7043,153122
7044,153300
7045,178007
7046,153938
7047,254433
7048,254446
7049,254445
7050,925702
7051,925713
7052,925697
7053,925710
7054,925701
7055,925301
7056,925706
7057,926653
7058,925712
7059,152380
7060,926339
7061,925525
7062,343039
7063,925291
7064,925119
7065,926064
7066,257003
7067,155893
7068,151909
7069,158352
7070,158951
7071,158095
7072,154868
7073,152815
7074,151910
7075,154580
7076,154617
7077,154579
7078,158160
7079,158586
7080,158592
7081,158591
7082,152139
7083,158017
7084,153006
7085,158564
7086,158563
7087,158516
7088,158587
7089,158522
7090,158523
7091,158524
7092,155850
7093,155849
7094,155171
7095,152426
7096,152430
7097,152420
7098,154680
7099,158159
7100,154783
7101,158960
7102,158955
7103,158954
7104,158956
7105,158959
7106,158957
7107,158518
7108,158009
7109,154674
7110,154675
7111,154699
7112,152757
7113,152756
7114,158667
7115,254428
7116,120121
7117,167327
7118,160327
7119,925838
7120,925839
7121,254448
7122,130011
7123,243001
7124,240252
7125,188001
7126,250059
7127,200408
7128,200409
7129,254438
7130,130146
7131,240107
7132,925840
7133,250057
7134,250052
7135,456199
7136,254427
7137,254463
7138,925339
7139,153150
7140,240016
7141,925570
7142,30203
7143,925689
7144,925351
7145,925544
7146,153511
7147,120140
7148,926616
7149,925337
7150,390015
7151,136001
7152,113601
7153,343014
7154,343032
7155,343005
7156,343007
7157,343002
7158,343009
7159,343006
